Month,ZipCode,ZipName,Footnote,Median_Listing_Price,Median_Listing_Price_M/M,Median_Listing_Price_Y/Y,Active_Listing_Count_,Active_Listing_Count_M/M,Active_Listing_Count_Y/Y,Days_on_Market_,Days_on_Market_M/M,Days_on_Market_Y/Y,New_Listing_Count_,New_Listing_Count_M/M,New_Listing_Count_Y/Y,Price_Increase_Count_,Price_Increase_Count_M/M,Price_Increase_Count_Y/Y,Price_Decrease_Count_,Price_Decrease_Count_M/M,Price_Decrease_Count_Y/Y,Pending_Listing_Count_,Pending_Listing_Count_M/M,Pending_Listing_Count_Y/Y,Avg_Listing_Price,Avg_Listing_Price_M/M,Avg_Listing_Price_Y/Y,Total_Listing_Count,Total_Listing_Count_M/M,Total_Listing_Count_Y/Y,Pending_Ratio,Pending_Ratio_M/M,Pending_Ratio_Y/Y
4/1/19 0:00,1001,"Agawam, MA",,213700,0.0739,-0.0904,43.5,-0.0543,-0.2627,49.5,-0.3125,-0.0571,26,0.0833,0.3,0,,-1,12,0,-0.5714,1,0,0,255251,0.0661,-0.0602,44.5,-0.0532,-0.2583,0.023,0.0012,0.006
4/1/19 0:00,1002,"Amherst, MA",,499050,0.0398,0.1607,70.5,0.119,-0.2079,43,-0.3901,-0.165,18,-0.3571,-0.4375,0,,,8,0,-0.3333,0,,,513276,0.0052,0.0733,70.5,0.119,-0.2079,0,0,0
4/1/19 0:00,1005,"Barre, MA",*,301275,-0.0024,,17,0.2143,0.1333,45.75,-0.721,-0.1202,6,0.5,-0.25,0,,,4,,,0,,,384204,0.0095,0.4213,17,0.2143,0.1333,0,0,0
4/1/19 0:00,1007,"Belchertown, MA",*,369950,0.0291,,51.5,0.03,-0.3041,47.5,-0.1593,-0.2803,22,0.1,0.1,0,,,8,0,0,0,,,356476,0.0558,0.0738,51.5,0.03,-0.3041,0,0,0
4/1/19 0:00,1008,"Blandford, MA",,181950,-0.1915,-0.2159,6.5,-0.0714,0.0833,34.25,-0.6317,-0.2126,2,,,0,,,2,,,2,1,-0.3333,186755,-0.225,-0.2975,8.5,0.0625,-0.0556,0.3077,0.1648,-0.1923
4/1/19 0:00,1010,"Brimfield, MA",,339775,-0.0678,0.2819,16,0.1429,0.0667,73.75,0.1434,0.25,8,1,1,0,,,4,0,,0,,,676773,-0.0784,0.7949,16,0.1429,0.0667,0,0,0
4/1/19 0:00,1013,"Chicopee, MA",,184725,0.015,0.0291,22,-0.1538,-0.2143,49.25,0.1453,0.0479,12,0,-0.25,0,,,4,-0.5,-0.6667,0,,,192094,0.0539,0.1162,22,-0.1538,-0.2143,0,0,0
4/1/19 0:00,1020,"Chicopee, MA",*,224000,0.17,,55,0.0784,,38.25,0.125,,24,-0.25,-0.3333,0,,,12,-0.25,0,0,,,236179,0.0914,0.1542,55,0.0784,0.1224,0,0,0
4/1/19 0:00,1022,"Chicopee, MA",*,124225,-0.0514,,3.5,-0.4167,-0.5,41.75,-0.1814,,6,,-0.25,0,,,0,,,0,,,131187,-0.046,-0.0645,3.5,-0.4167,-0.5,0,0,0
4/1/19 0:00,1027,"Easthampton, MA",,299950,0.0361,-0.1111,20.5,-0.2679,-0.2115,31,0.24,0.2157,14,-0.3,-0.3,0,,,6,0.5,0.5,0,,,391657,0.3738,0.1501,20.5,-0.2679,-0.2115,0,0,0
4/1/19 0:00,1028,"East Longmeadow, MA",,304900,0.0422,-0.187,59.5,-0.0083,-0.0846,34.25,0.0074,-0.2554,28,0,0.1667,0,,,24,1,-0.1429,0,,,374117,0.0529,-0.0899,59.5,-0.0083,-0.0846,0,0,0
4/1/19 0:00,1030,"Feeding Hills, MA",,287200,0.0259,0.1263,22,0,0,46.25,0.0756,0.0393,6,-0.5,-0.25,0,,,8,1,1,0,,,329249,0.0553,0.0978,22,0,0,0,0,0
4/1/19 0:00,1033,"Granby, MA",*,318500,0.1373,-0.1391,28,1,-0.125,22,-0.7684,,12,0.5,0,0,,,6,0.5,0.5,0,,,324435,0.0277,-0.0487,28,1,-0.125,0,0,0
4/1/19 0:00,1034,"Granville, MA",,302450,0.0254,-0.1066,19,0.1875,0.1176,67.5,-0.4181,-0.6311,8,1,1,0,,,0,,-1,1,0,,426542,0.0062,-0.2059,20,0.1765,0.1765,0.0526,-0.0099,0.0526
4/1/19 0:00,1035,"Hadley, MA",,618300,-0.0934,0.4581,21,0.1667,0.05,71,0.1008,-0.1069,8,,0,0,,,4,0,,0,,,679607,0.0081,0.1007,21,0.1667,0.05,0,0,0
4/1/19 0:00,1036,"Hampden, MA",,299950,0.0084,0.0084,23.5,0.3056,0.2368,51.25,0.1389,0.5299,8,-0.3333,0,0,,,12,0,0.5,0,,,326503,-0.0014,-0.0075,23.5,0.3056,0.2368,0,0,0
4/1/19 0:00,1040,"Holyoke, MA",*,194550,0.0811,,42.5,0.0625,,43,-0.0851,,24,0.5,0.2,0,,,18,1.25,3.5,1,0,0,218256,0.1061,-0.048,43.5,0.061,0.45,0.0235,-0.0015,-0.011
4/1/19 0:00,1050,"Huntington, MA",,245050,0,0.2256,7,-0.2222,-0.3,62.25,0.1745,-0.2633,0,-1,-1,0,,,4,,0,3,0,-0.4,230931,-0.1117,-0.1722,10,-0.1667,-0.3333,0.4286,0.0952,-0.0714
4/1/19 0:00,1056,"Ludlow, MA",,275000,-0.0516,-0.0486,48.5,0.1279,-0.2971,44.5,0.1711,-0.0532,24,0.5,-0.1429,0,-1,,12,0.5,0,0,,,282084,0.0042,-0.0174,48.5,0.1279,-0.2971,0,0,0
4/1/19 0:00,1057,"Monson, MA",,280000,0.018,0.1024,24,-0.1429,-0.0769,49.25,-0.51,-0.3253,6,-0.5,-0.25,0,,,0,-1,-1,0,,,291681,0.0078,0.0956,24,-0.1429,-0.0769,0,0,0
4/1/19 0:00,1060,"Northampton, MA",,375275,0.0006,0.0311,38.5,-0.0375,-0.163,53.5,-0.4278,-0.3706,14,-0.125,-0.125,0,,,4,0,-0.5,0,,,489120,-0.0208,0.0283,38.5,-0.0375,-0.163,0,0,0
4/1/19 0:00,1062,"Florence, MA",,394225,0.032,-0.0143,27.5,0.5278,0.1,27.5,-0.7669,-0.2466,14,0.75,-0.3,0,,,8,0,1,0,,,450370,0.0627,-0.0018,27.5,0.5278,0.1,0,0,0
4/1/19 0:00,1069,"Palmer, MA",*,229950,0.0039,0.0452,37.5,-0.0132,0.3889,74,-0.2043,,14,0.1667,0.1667,0,,,8,1,1,0,,,235786,0.0541,0.0657,37.5,-0.0132,0.3889,0,0,0
4/1/19 0:00,1073,"Southampton, MA",,512549.75,0.1024,0.0699,14,0.1667,-0.4615,55.25,-0.1299,-0.1754,6,0.5,-0.25,0,,,4,,,0,,,477998,-0.0128,0.043,14,0.1667,-0.4615,0,0,0
4/1/19 0:00,1075,"South Hadley, MA",*,262500,-0.0439,,51,0.3784,,24.5,-0.5776,,30,0.5,0.5,0,,,12,0.5,2,0,,,307339,-0.0087,0.0583,51,0.3784,0.4167,0,0,0
4/1/19 0:00,1077,"Southwick, MA",*,382500,0.0626,,35.5,-0.0139,-0.1932,47,0.1059,-0.4689,10,-0.5,-0.5833,0,,,14,0.75,0.1667,0,,-1,393579,0.0205,-0.0518,35.5,-0.0139,-0.2111,0,0,-0.0227
4/1/19 0:00,1082,"Ware, MA",*,241275,0.0377,0.2064,32.5,-0.0441,0.2037,104,0.0947,,10,0.25,-0.5,0,,,4,-0.5,0,0,,,255874,0.0109,0.0703,32.5,-0.0441,0.2037,0,0,0
4/1/19 0:00,1085,"Westfield, MA",,248024.75,-0.0081,-0.0589,72.5,0.0507,-0.2602,39.5,-0.1023,-0.1771,44,0.2222,0,0,,,18,0.5,-0.3571,2,0,-0.3333,272396,-0.0201,-0.085,74.5,0.0493,-0.2624,0.0276,-0.0014,-0.003
4/1/19 0:00,1089,"West Springfield, MA",,254025,0.0163,-0.059,65.5,-0.1149,0.2358,40.5,-0.0581,-0.0122,42,0.1667,0.3125,0,,,18,-0.1,0.5,0,,,318200,0.0074,-0.0377,65.5,-0.1149,0.2358,0,0,0
4/1/19 0:00,1095,"Wilbraham, MA",*,336425,0.1215,0.0044,49.5,-0.066,-0.1885,66.5,0.1271,,26,0.3,-0.1875,0,-1,,14,-0.4167,-0.125,0,,,366505,0.0472,0.0501,49.5,-0.066,-0.1885,0,0,0
4/1/19 0:00,1098,"Worthington, MA",*,339950,0.3601,,11,0,0.2222,216.5,0.1578,,2,,,0,,,2,,,0,,,423198,0.1078,0.5639,11,0,0.2222,0,0,0
4/1/19 0:00,1104,"Springfield, MA",*,157025,-0.0183,0.0718,33,-0.175,-0.0294,40,0.1429,,16,-0.4286,-0.4286,0,,,4,-0.5,0,1,0,-0.5,171220,-0.0356,0.1198,34,-0.1707,-0.0556,0.0303,0.0053,-0.0285
4/1/19 0:00,1106,"Longmeadow, MA",,382450,-0.0207,0.0565,76,0.2063,0.0411,30.75,-0.3011,-0.2313,52,0.8571,0.1818,0,,,26,0.625,0.3,1,0,0,412358,-0.0164,0.0105,77,0.2031,0.0405,0.0132,-0.0027,-0.0005
4/1/19 0:00,1108,"Springfield, MA",,168775,0.0892,0.0386,24,-0.1111,-0.2258,30.5,-0.6494,-0.1408,16,1,1,0,,,4,-0.5,-0.5,0,,,183717,0.111,0.039,24,-0.1111,-0.2258,0,0,0
4/1/19 0:00,1109,"Springfield, MA",,142250,0.0128,0.0947,40.5,-0.19,-0.1196,47,0.0444,-0.1897,18,-0.1,-0.1,0,,,8,-0.3333,-0.3333,2,0,0,146413,-0.0202,0.0894,42.5,-0.1827,-0.1146,0.0494,0.0094,0.0059
4/1/19 0:00,1118,"Springfield, MA",,193700,0.0894,0.1245,34.5,0.0781,0.1129,24,-0.5052,0.0435,30,0.5,-0.0625,0,,,4,-0.75,-0.5,0,,,193943,0.0408,0.0949,34.5,0.0781,0.1129,0,0,0
4/1/19 0:00,1119,"Springfield, MA",,177779.75,0.0072,-0.0125,28.5,-0.1364,0.5833,36,-0.2727,0.1613,20,0.25,0.25,0,,,2,-0.75,-0.5,0,,,181653,-0.0308,-0.0052,28.5,-0.1364,0.5833,0,0,0
4/1/19 0:00,1129,"Springfield, MA",,182475,0.0734,-0.0113,11.5,-0.1154,-0.3611,31.75,0.3229,0.1759,6,-0.5,-0.5,0,,,8,-0.3333,,1,0,0,187790,0.0341,0.059,12.5,-0.1071,-0.3421,0.087,0.01,0.0314
4/1/19 0:00,1151,"Indian Orchard, MA",,159950,0.0072,0.1035,10,0.1111,0.4286,19.75,-0.4104,-0.5611,8,1,1,0,,,4,,0,0,,,147418,-0.0121,0.0053,10,0.1111,0.4286,0,0,0
4/1/19 0:00,1201,"Pittsfield, MA",*,247550,0.0765,,146.5,0.0245,-0.0669,71,-0.0897,-0.224,54,0.6875,0.5,0,,,32,1,1,81,0.1912,0.0946,332788,0.0554,0.2101,227.5,0.0782,-0.0152,0.5529,0.0774,0.0816
4/1/19 0:00,1220,"Adams, MA",*,158050,0.0938,0.1449,23,0,,85,-0.1146,0.0429,8,1,0,0,,,4,,,9.5,-0.2083,-0.3667,155787,-0.0194,-0.011,32.5,-0.0714,-0.1447,0.413,-0.1087,-0.2391
4/1/19 0:00,1223,"Becket, MA",,267300,-0.1062,-0.0369,42,0.2727,-0.1064,59.5,-0.5315,-0.65,16,3,0.3333,0,,,0,,-1,5.5,0.375,-0.2143,288850,-0.0069,0.0055,47.5,0.2838,-0.1204,0.131,0.0097,-0.018
4/1/19 0:00,1226,"Dalton, MA",*,243300,-0.1969,,31.5,0.26,,33.25,-0.5844,,18,0.5,1.25,0,,,4,0,,15,0.6667,2.75,336406,-0.0612,0.1988,46.5,0.3676,1.0217,0.4762,0.1162,0.2657
4/1/19 0:00,1230,"Great Barrington, MA",,624550,0.0322,0.0426,147.5,0.0846,0.0926,244.5,-0.0101,0.4729,24,1,0.5,0,,,22,4.5,4.5,7.5,-0.1667,-0.5,940988,0.0402,0.2709,155,0.069,0.0333,0.0508,-0.0153,-0.0603
4/1/19 0:00,1235,"Hinsdale, MA",,238624,0.0174,0.0152,15.5,0.1923,0.0333,61.25,-0.4482,-0.5805,4,,0,0,,,2,,,5,0,-0.375,394103,0.1695,0.4561,20.5,0.1389,-0.1087,0.3226,-0.062,-0.2108
4/1/19 0:00,1237,"Lanesborough, MA",,288050,-0.0059,-0.1,54,0.0588,0.3171,132.75,-0.0908,0.4916,8,0,0,0,,,2,-0.75,-0.75,7.5,0.0714,-0.3182,347059,-0.0545,-0.0467,61.5,0.0603,0.1827,0.1389,0.0016,-0.1294
4/1/19 0:00,1238,"Lee, MA",,296300,0.1202,-0.102,27.5,0.0577,-0.2143,48.5,-0.4785,-0.4294,10,0.25,-0.1667,0,,,4,,0,12.5,0.25,0.3889,371568,0.1879,-0.0799,40,0.1111,-0.0909,0.4545,0.0699,0.1974
4/1/19 0:00,1240,"Lenox, MA",,599050,-0.0323,-0.1349,94,0.033,-0.0309,172,0.0118,-0.2423,16,-0.2,0,0,,,4,0,-0.5,17.5,0.25,0.75,785257,-0.0322,-0.1304,111.5,0.0619,0.0421,0.1862,0.0323,0.0831
4/1/19 0:00,1245,"Monterey, MA",,625050,0.0212,-0.2424,22,0.0476,0,267.5,0.1146,0.1146,4,0,,0,,,2,,,2,0,-0.3333,909716,0.1765,-0.1835,24,0.0435,-0.04,0.0909,-0.0043,-0.0455
4/1/19 0:00,1247,"North Adams, MA",,92275,-0.1216,-0.2408,44,0.1282,-0.102,51.75,-0.1078,-0.2911,14,-0.125,2.5,0,,,6,-0.25,0.5,26.5,-0.0862,0.1042,123394,-0.0324,-0.127,70.5,0.0368,-0.0342,0.6023,-0.1413,0.1125
4/1/19 0:00,1253,"Otis, MA",,374550,0.0731,-0.1631,37.5,0.1364,0.0417,70,-0.3694,1,16,3,0,0,,,0,,-1,7.5,0.5,-0.0625,531442,0.1301,0.0336,45,0.1842,0.0227,0.2,0.0485,-0.0222
4/1/19 0:00,1254,"Richmond, MA",,649500,0,-0.0519,30.5,0.0893,0.1296,239.75,0.0973,0.1695,4,,,0,,,0,-1,-1,4.5,-0.25,0.5,909912,-0.0104,-0.0826,35,0.0294,0.1667,0.1475,-0.0667,0.0364
4/1/19 0:00,1255,"Sandisfield, MA",*,355550,0.0186,,20,-0.0476,,203.25,-0.0845,,2,-0.5,-0.75,0,,,2,-0.5,,3.5,2.5,0.1667,381715,-0.0053,-0.1126,23.5,0.0682,0.3056,0.175,0.1274,-0.025
4/1/19 0:00,1257,"Sheffield, MA",,425050,0.0119,-0.1095,33,0,0.2222,174.5,0.1079,0.1952,2,-0.75,-0.5,0,,,0,,-1,5,0.6667,0.6667,555195,0.0054,-0.1156,38,0.0556,0.2667,0.1515,0.0606,0.0404
4/1/19 0:00,1258,"South Egremont, MA",*,599050,0.0257,,12,0,-0.2,380,-0.1204,0.3287,0,,,0,,,0,,,2,0,-0.6,909894,0.0116,-0.4844,14,0,-0.3,0.1667,0,-0.1667
4/1/19 0:00,1262,"Stockbridge, MA",,572050,0,-0.0387,58.5,0.1038,-0.041,141,-0.135,-0.2167,8,-0.3333,0,0,,,12,2,2,4.5,0.5,-0.25,909285,-0.0615,0.1831,63,0.125,-0.0597,0.0769,0.0203,-0.0214
4/1/19 0:00,1266,"West Stockbridge, MA",,595050,-0.0198,0.0448,24.5,-0.1833,-0.1552,203.5,0.0074,0.049,0,-1,-1,0,,,4,,,4,-0.2,0.3333,1405139,0.0153,1.0126,28.5,-0.1857,-0.1094,0.1633,-0.0034,0.0598
4/1/19 0:00,1267,"Williamstown, MA",,679050,-0.0569,-0.0634,60.5,0.0431,0.1204,156.5,-0.0572,-0.3166,12,0.5,0,0,,,12,2,2,18.5,0.2333,0.6818,779370,-0.0686,-0.0241,79,0.0822,0.2154,0.3058,0.0472,0.1021
4/1/19 0:00,1301,"Greenfield, MA",*,227050,0.0558,,58.5,0.0833,,69.25,-0.3899,,22,0.1,0.8333,0,,,10,-0.375,1.5,0,,-1,243490,0.0342,0.0133,58.5,0.0833,0.3929,0,0,-0.0244
4/1/19 0:00,1331,"Athol, MA",,186900,-0.1477,-0.077,42,0.1351,0.1053,49.25,-0.624,-0.0343,26,2.25,0.0833,0,,,20,1.5,1.5,0,,,207799,-0.069,-0.0467,42,0.1351,0.1053,0,0,0
4/1/19 0:00,1360,"Northfield, MA",,327025,-0.0382,0.0061,12,0,0.0909,69.5,-0.0211,-0.7275,0,-1,,0,,,0,,,0,,,328994,-0.0207,0.1062,12,0,0.0909,0,0,0
4/1/19 0:00,1364,"Orange, MA",*,178625,0.0269,-0.0021,18.5,-0.0263,-0.3833,52,-0.2973,,14,2.5,0.1667,0,,,4,0,-0.5,0,,,193714,0.0228,-0.0194,18.5,-0.0263,-0.3833,0,0,0
4/1/19 0:00,1373,"South Deerfield, MA",,333150,0.0132,0.286,8,0,-0.1111,93.75,-0.2021,-0.25,4,,0,0,,,0,-1,-1,0,,,347195,0.081,0.022,8,0,-0.1111,0,0,0
4/1/19 0:00,1420,"Fitchburg, MA",,239950,0.0208,0.1163,69.5,0.0859,-0.0071,30.5,-0.4741,-0.1757,42,-0.0455,-0.125,0,,-1,16,0,0.3333,0,,,258871,-0.0023,0.1063,69.5,0.0859,-0.0071,0,0,0
4/1/19 0:00,1430,"Ashburnham, MA",*,306275,0.0242,,28.5,0.3571,,30.75,-0.4409,,14,-0.125,0.75,0,,,8,0,1,0,,,325297,0.0362,0.0798,28.5,0.3571,0.5,0,0,0
4/1/19 0:00,1431,"Ashby, MA",*,293725,0.0197,,13,1.1667,,20.75,-0.818,,8,1,,0,,,2,,,0,,,417539,-0.1292,0.4148,13,1.1667,1.6,0,0,0
4/1/19 0:00,1432,"Ayer, MA",*,425050,0,0.1647,17.5,-0.0789,-0.2045,38.75,0.6146,,10,-0.375,-0.5,0,,,2,,-0.5,0,,,418687,0.0293,0.1733,17.5,-0.0789,-0.2045,0,0,0
4/1/19 0:00,1440,"Gardner, MA",,234950,0.1489,-0.0167,38.5,0.1324,-0.125,27,-0.4808,-0.3721,28,0.1667,0.1667,0,,,4,-0.6667,-0.6667,0,,,230449,0.076,-0.0033,38.5,0.1324,-0.125,0,0,0
4/1/19 0:00,1450,"Groton, MA",,563100,0.0333,-0.0404,48,0.0909,0.2973,49.5,0.3562,-0.1316,26,0.625,0.3,0,,-1,14,0.75,0.75,0,,,564387,0.0265,-0.1163,48,0.0909,0.2973,0,0,0
4/1/19 0:00,1451,"Harvard, MA",,692650,0.0238,-0.034,37,0.3704,0.1935,41,-0.7192,0.0789,14,-0.125,-0.125,0,,,12,2,2,0,,,840402,-0.008,0.0508,37,0.3704,0.1935,0,0,0
4/1/19 0:00,1452,"Hubbardston, MA",*,362450,-0.0069,0.2434,24.5,0.0652,0.0652,183.5,0.1155,,10,1.5,0.25,0,,,4,0,0,0,,,376241,0.0328,0.2214,24.5,0.0652,0.0652,0,0,0
4/1/19 0:00,1453,"Leominster, MA",*,269725,-0.0012,,68.5,0.0379,,29.75,-0.2563,,42,-0.0455,0.1667,0,,,20,0,0.25,0,,,306113,0.0006,-0.0102,68.5,0.0379,0.0703,0,0,0
4/1/19 0:00,1460,"Littleton, MA",,606975,0.0685,-0.1008,20,-0.0909,-0.2308,32.5,-0.1667,-0.1975,10,-0.375,-0.5,0,,,2,-0.5,-0.5,0,,,553715,0.0001,-0.1182,20,-0.0909,-0.2308,0,0,0
4/1/19 0:00,1462,"Lunenburg, MA",*,406050,0.1687,,40,0.25,,25,-0.2537,,38,0.5833,0.9,0,,,12,2,0.5,0,,,432850,0.0977,0.1922,40,0.25,0.5385,0,0,0
4/1/19 0:00,1463,"Pepperell, MA",,355000,0.0105,-0.0138,33,0.1786,0.2692,36.25,-0.0203,0.4796,14,-0.125,-0.3,2,,,8,0,1,0,,,399480,-0.0245,-0.0819,33,0.1786,0.2692,0,0,0
4/1/19 0:00,1464,"Shirley, MA",,318725,-0.1021,-0.1931,12,0,-0.1429,24,-0.0204,-0.1111,8,0,-0.3333,0,,,2,,-0.5,0,,,328557,-0.0489,-0.0555,12,0,-0.1429,0,0,0
4/1/19 0:00,1468,"Templeton, MA",,267500,0.132,0.1633,16,0.3333,0.2308,20.5,-0.6239,-0.6273,18,1.25,1.25,0,,,8,0,1,0,,,250319,0.0321,0.0293,16,0.3333,0.2308,0,0,0
4/1/19 0:00,1469,"Townsend, MA",*,326775,0.0308,,20,0.1765,,28.5,-0.5403,,6,-0.25,0.5,0,,,0,,-1,0,,,305021,-0.0008,0.0183,20,0.1765,0.6667,0,0,0
4/1/19 0:00,1473,"Westminster, MA",*,429950,-0.0227,,52.5,0.117,,47.75,-0.4448,,22,0.375,0.8333,0,,-1,22,0.8333,,0,,,404239,-0.037,0.0533,52.5,0.117,0.5441,0,0,0
4/1/19 0:00,1475,"Winchendon, MA",*,229950,0.0039,,25,0.25,-0.1071,23.5,-0.3816,-0.5948,12,0.5,-0.25,0,,,8,1,0,0,,,239419,0.0161,0.2398,25,0.25,-0.1071,0,0,0
4/1/19 0:00,1501,"Auburn, MA",*,320000,0.0494,0.0847,38,0.0556,-0.1915,35.5,-0.0139,,24,0.2,-0.4545,0,,,8,0,-0.3333,0,,,349555,0.0477,0.1468,38,0.0556,-0.1915,0,0,0
4/1/19 0:00,1504,"Blackstone, MA",,343225,0.0898,0.2348,27,-0.1,0.35,40.25,-0.306,-0.0417,12,0,0.5,0,,,6,0.5,0.5,1,0,0,348322,0.013,0.1407,28,-0.0968,0.3333,0.037,0.0037,-0.013
4/1/19 0:00,1505,"Boylston, MA",,618800,-0.1122,0.1713,21,0.4,0.3125,29.5,-0.7731,-0.5242,8,0,-0.3333,0,,,6,,0.5,0,,,600056,-0.0281,0.0936,21,0.4,0.3125,0,0,0
4/1/19 0:00,1506,"Brookfield, MA",*,251274.25,0.0511,,11,-0.1538,,49.75,0.0365,,2,-0.5,-0.5,0,,,2,-0.5,-0.5,0,,,240125,0.0155,-0.1373,11,-0.1538,0.8333,0,0,0
4/1/19 0:00,1507,"Charlton, MA",*,339550,0.0015,,43.5,0.1154,,44.5,-0.2937,,22,0.375,0.375,0,,,10,0.25,,0,,,334760,0.0033,-0.0101,43.5,0.1154,0.5,0,0,0
4/1/19 0:00,1510,"Clinton, MA",*,296200,0.0042,0.0537,28.5,0.0179,-0.25,49.25,-0.2183,,20,0.6667,-0.1667,0,,-1,6,0.5,0.5,0,,,313326,0.0301,0.091,28.5,0.0179,-0.25,0,0,0
4/1/19 0:00,1516,"Douglas, MA",,392450,-0.0063,0.0464,40.5,0.1571,0.0125,64.5,-0.0373,0.2647,26,2.25,0.625,0,,,2,-0.5,-0.75,0,,,399028,0.0003,-0.1587,40.5,0.1571,0.0125,0,0,0
4/1/19 0:00,1518,"Fiskdale, MA",*,357525,0.0215,0.1919,12,0.2,0.2,79.5,-0.1264,,4,,0,0,,,0,,,0,,,378076,0.0443,0.2038,12,0.2,0.2,0,0,0
4/1/19 0:00,1519,"Grafton, MA",,414275,-0.1632,-0.0793,24,0.2632,0.0909,24.5,-0.4731,-0.3875,18,0.5,3.5,0,,,2,,-0.5,0,,,463256,-0.1039,-0.018,24,0.2632,0.0909,0,0,0
4/1/19 0:00,1520,"Holden, MA",*,422995,0.0167,-0.0385,46,0.122,-0.2581,37,-0.2449,,30,0.25,-0.375,0,,,10,0.25,-0.1667,0,,,452069,0.0302,0.0146,46,0.122,-0.2581,0,0,0
4/1/19 0:00,1521,"Holland, MA",*,329950,0.0909,,10.5,0.05,0.1667,41,-0.2115,0.0933,2,-0.5,-0.5,0,,,6,0.5,,0,,,311279,0.0195,-0.0639,10.5,0.05,0.1667,0,0,0
4/1/19 0:00,1523,"Lancaster, MA",,518800,0.0974,0.3136,19.5,-0.025,0.3,28.25,-0.5369,-0.3989,12,0.5,0.5,0,,,6,,0.5,0,,,507779,-0.0735,-0.2431,19.5,-0.025,0.3,0,0,0
4/1/19 0:00,1524,"Leicester, MA",*,315725,-0.0431,0.0889,11.5,0.0455,-0.4524,98,0.4,,12,2,0.5,0,,,0,,-1,0,,,420286,0.0061,0.4482,11.5,0.0455,-0.4524,0,0,0
4/1/19 0:00,1527,"Millbury, MA",,357450,0.0649,0.0515,23.5,0.0217,-0.3286,24.5,0.0889,-0.4302,14,-0.3,-0.4167,0,,-1,2,,-0.5,0,,,383094,0.0605,0.1046,23.5,0.0217,-0.3286,0,0,0
4/1/19 0:00,1529,"Millville, MA",*,232050,-0.0333,0.0383,6.5,0.0833,-0.1875,134.5,0.1496,,0,,-1,0,,,4,,,0,,-1,259746,-0.0152,0.0705,6.5,0.0833,-0.2778,0,0,-0.125
4/1/19 0:00,1532,"Northborough, MA",,474950,0,-0.1123,41,0.1081,-0.0465,22.75,-0.3106,0.0341,34,0.7,0.0625,0,,,10,-0.1667,-0.375,0,,,494196,-0.103,-0.2353,41,0.1081,-0.0465,0,0,0
4/1/19 0:00,1534,"Northbridge, MA",*,437500,-0.049,,17.5,0.0938,,54.75,-0.0875,,12,2,2,0,,,4,,,0,,,439283,-0.0484,0.0526,17.5,0.0938,0.5909,0,0,0
4/1/19 0:00,1535,"North Brookfield, MA",*,269950,0.0796,,16.5,-0.0833,,58.5,-0.1986,,6,0.5,-0.25,0,,,2,-0.5,,0,,,270227,0.0085,0.2908,16.5,-0.0833,1.0625,0,0,0
4/1/19 0:00,1536,"North Grafton, MA",,439300,0.1637,-0.0293,27.5,-0.0179,0.1,28.5,0.2128,-0.4,12,-0.4,0,0,,,12,,,0,,,490188,0.0987,0.0231,27.5,-0.0179,0.1,0,0,0
4/1/19 0:00,1537,"North Oxford, MA",*,269775,-0.0533,0.129,8,0.3333,0,51.75,-0.3571,,6,0.5,-0.25,0,,,0,,,0,,,264609,-0.1295,0.0286,8,0.3333,0,0,0,0
4/1/19 0:00,1540,"Oxford, MA",,266925,0.009,-0.0116,21.5,0.0238,0.3438,35.75,0.1532,0.1917,12,0,0.5,0,,,10,1.5,0.25,0,,,288447,0.0588,0.0183,21.5,0.0238,0.3438,0,0,0
4/1/19 0:00,1541,"Princeton, MA",*,549950,-0.0503,,25,0.1364,,127,0.016,,6,0.5,0.5,2,,,6,,0.5,0,,,560340,-0.0164,0.2429,25,0.1364,2.125,0,0,0
4/1/19 0:00,1543,"Rutland, MA",,363750,-0.0102,-0.0402,33,0.0645,0.2692,45.25,-0.6291,-0.4738,14,-0.125,0.75,0,,,6,,0.5,0,,,350346,-0.0397,0.0131,33,0.0645,0.2692,0,0,0
4/1/19 0:00,1545,"Shrewsbury, MA",,507475,-0.1235,0.021,108.5,0.1071,0.1793,41,-0.3788,0.3898,56,0.1667,0.0769,0,,,34,0.4167,0.7,0,,-1,543586,-0.0322,-0.0413,108.5,0.1071,0.1667,0,0,-0.0109
4/1/19 0:00,1550,"Southbridge, MA",,213700,-0.0863,0.0959,29,-0.0938,-0.2162,48.25,0.2063,0.1768,16,0.3333,-0.4286,0,,,10,1.5,0.25,0,,,236298,-0.0458,0.1556,29,-0.0938,-0.2162,0,0,0
4/1/19 0:00,1560,"South Grafton, MA",*,359950,0,0.0939,13.5,-0.1563,-0.0357,40.5,0.3065,,6,-0.5,-0.5,0,,,2,,-0.5,0,,,369877,0.0261,0.1767,13.5,-0.1563,-0.0357,0,0,0
4/1/19 0:00,1562,"Spencer, MA",,299950,0,0.1007,34,-0.0286,0.1333,75.5,0.1797,-0.0793,10,-0.1667,-0.1667,0,,,12,2,0.5,0,,,310061,0.0929,0.0567,34,-0.0286,0.1333,0,0,0
4/1/19 0:00,1564,"Sterling, MA",,397775,0.0102,0.0072,22,0.375,0.1579,34.25,-0.6799,-0.1941,6,-0.25,0.5,0,,,6,0.5,0.5,0,,,422549,0.0028,-0.0799,22,0.375,0.1579,0,0,0
